player_id,team_id,match_id,match_num,lineup_id,shots_ratio
0.0,0,441999,0,0,0.0
0.0,0,441999,0,0,0.0
17733.0,0,441999,0,0,0.03224939532383768
19524.0,0,441999,0,0,0.01612469766191884
15943.0,0,441999,0,0,0.01612469766191884
20467.0,0,441999,0,0,0.01612469766191884
80254.0,0,441999,0,0,0.0
8758.0,0,441999,0,0,0.0
42427.0,0,441999,0,0,0.0
17127.0,0,441999,0,0,0.03224939532383768
43274.0,0,441999,0,0,0.01612469766191884
28566.0,0,441999,0,0,0.0
59936.0,0,441999,0,0,0.0
0.0,0,441999,0,0,0.0
0.0,0,441999,0,0,0.0
0.0,0,441999,0,1,0.0
0.0,0,441999,0,1,0.0
15943.0,0,441999,0,1,0.0
42427.0,0,441999,0,1,0.0
8758.0,0,441999,0,1,0.0
19524.0,0,441999,0,1,0.0
80254.0,0,441999,0,1,0.0
20467.0,0,441999,0,1,0.0
28566.0,0,441999,0,1,0.2597402597402601
43274.0,0,441999,0,1,0.0
17127.0,0,441999,0,1,0.0
44346.0,0,441999,0,1,0.0
0.0,0,441999,0,1,0.0
0.0,0,441999,0,1,0.0
0.0,0,441999,0,1,0.0
0.0,0,441999,0,2,0.0
0.0,0,441999,0,2,0.0
80254.0,0,441999,0,2,0.0
19524.0,0,441999,0,2,0.1699716713881022
41792.0,0,441999,0,2,0.0
42427.0,0,441999,0,2,0.0
8758.0,0,441999,0,2,0.0
43274.0,0,441999,0,2,0.0
17127.0,0,441999,0,2,0.0
44346.0,0,441999,0,2,0.0
20467.0,0,441999,0,2,0.0
15943.0,0,441999,0,2,0.0
0.0,0,441999,0,2,0.0
0.0,0,441999,0,2,0.0
0.0,0,441999,0,2,0.0
0.0,0,441999,0,3,0.0
0.0,0,441999,0,3,0.0
8758.0,0,441999,0,3,0.010630758327427357
41792.0,0,441999,0,3,0.0
17127.0,0,441999,0,3,0.0
80254.0,0,441999,0,3,0.0
19524.0,0,441999,0,3,0.0
15943.0,0,441999,0,3,0.0
42427.0,0,441999,0,3,0.010630758327427357
43274.0,0,441999,0,3,0.0
59936.0,0,441999,0,3,0.0
13227.0,0,441999,0,3,0.0
44346.0,0,441999,0,3,0.0
0.0,0,441999,0,3,0.0
0.0,0,441999,0,3,0.0
0.0,1,441999,0,0,0.0
0.0,1,441999,0,0,0.0
34392.0,1,441999,0,0,0.0
15073.0,1,441999,0,0,0.01605136436597111
63370.0,1,441999,0,0,0.0
17468.0,1,441999,0,0,0.0
19057.0,1,441999,0,0,0.0
28468.0,1,441999,0,0,0.0
28541.0,1,441999,0,0,0.0
3736.0,1,441999,0,0,0.0
66797.0,1,441999,0,0,0.0
28448.0,1,441999,0,0,0.01605136436597111
58771.0,1,441999,0,0,0.0
0.0,1,441999,0,0,0.0
0.0,1,441999,0,0,0.0
0.0,1,441999,0,1,0.0
0.0,1,441999,0,1,0.0
66797.0,1,441999,0,1,0.0
28541.0,1,441999,0,1,0.0
3736.0,1,441999,0,1,0.0
19057.0,1,441999,0,1,0.0
